,id,text,author
13446,id24032,Our first impulse is to shrink from the danger.,EAP
13447,id08499,"Leaving open the main compartment, the drawer, and the front door of cupboard No. I, he now goes to the rear again, and throws open the back door of the main compartment.",EAP
13448,id11979,"Promise,"" and he raised himself painfully, and seized my arm, ""promise to bury me with them.""",MWS
13449,id24471,"No one knew, no one could imagine; no one not even the burgomaster Mynheer Superbus Von Underduk had the slightest clew by which to unravel the mystery; so, as nothing more reasonable could be done, every one to a man replaced his pipe carefully in the corner of his mouth, and cocking up his right eye towards the phenomenon, puffed, paused, waddled about, and grunted significantly then waddled back, grunted, paused, and finally puffed again.",EAP
13450,id18435,"Wild blows were struck, shots were fired, and escapes were made; but in the end Legrasse was able to count some forty seven sullen prisoners, whom he forced to dress in haste and fall into line between two rows of policemen.",HPL
13451,id01161,"I was like the Arabian who had been buried with the dead and found a passage to life, aided only by one glimmering and seemingly ineffectual light.",MWS
13452,id16541,Of one only fault he might have been accused; but his death has cancelled that.,MWS
13453,id16984,"This breeze, which has travelled from the regions towards which I am advancing, gives me a foretaste of those icy climes.",MWS
13454,id18764,"About eight inches immediately below these ropes, and four feet from the bottom of the car I fastened another shelf but made of thin plank, being the only similar piece of wood I had.",EAP
13455,id16176,"The cat followed me down the steep stairs, and, nearly throwing me headlong, exasperated me to madness.",EAP
13456,id10117,"And they say that the Terrible Old Man talks to these bottles, addressing them by such names as Jack, Scar Face, Long Tom, Spanish Joe, Peters, and Mate Ellis, and that whenever he speaks to a bottle the little lead pendulum within makes certain definite vibrations as if in answer.",HPL
13457,id11097,"Should any one wish to purchase, or to inquire the price of an article, a bell is at hand, and this is considered amply sufficient.",EAP
13458,id25633,"""Read now,"" replied Dupin, ""this passage from Cuvier.""",EAP
13459,id11605,"Three days elapsed, and nothing was heard of her.",EAP
13460,id26602,"The place was a four story mansion of brownstone, dating apparently from the late forties, and fitted with woodwork and marble whose stained and sullied splendour argued a descent from high levels of tasteful opulence.",HPL
13461,id12999,"We found him just about to embark in his boat, and he readily agreed to receive us as companions.",MWS
13462,id02437,There was no servant that was a settled point.,EAP
13463,id01792,"There was a brief silence, and in that pause the scattered senses of poor Curtis Whateley began to knit back into a sort of continuity; so that he put his hands to his head with a moan.",HPL
13464,id10518,"More clicking, and after a pause a piteous cry from Warren: ""Beat it For God's sake, put back the slab and beat it, Carter"" Something in the boyish slang of my evidently stricken companion unleashed my faculties.",HPL
13465,id06130,"After a tiresome harangue in his ordinary style, he took down from his book shelves a number of musty volumes on the subject of the duello, and entertained me for a long time with their contents; reading aloud, and commenting earnestly as he read.",EAP
13466,id09667,"Their creeds were heterodox and mysterious, involving hints of certain marvellous transformations leading to bodily immortality of a sort on this earth.",HPL
13467,id16272,"""They didn't git him,"" he muttered in his heavy bass voice.",HPL
13468,id27542,"With the mouth and chin of a deity singular, wild, full, liquid eyes, whose shadows varied from pure hazel to intense and brilliant jet and a profusion of curling, black hair, from which a forehead of unusual breadth gleamed forth at intervals all light and ivory his were features than which I have seen none more classically regular, except, perhaps, the marble ones of the Emperor Commodus.",EAP
13469,id03118,"There were two particulars, nevertheless, which I thought then, and still think, might fairly be stated as characteristic of the intonation as well adapted to convey some idea of its unearthly peculiarity.",EAP
13470,id18857,"As the images that floated before me became more distinct, I grew feverish; a darkness pressed around me; no one was near me who soothed me with the gentle voice of love; no dear hand supported me.",MWS
13471,id06563,"The old man returned to the cottage, and the youth, with tools different from those he had used in the morning, directed his steps across the fields.",MWS
13472,id11686,Our Castle became an asylum for the unhappy.,MWS
13473,id02171,"I need not go over the details of Von Kempelen's confession as far as it went and release, for these are familiar to the public.",EAP
13474,id07758,"When it was decided that the young Earl of Windsor should visit Cumberland, workmen arrived to put the house and grounds in order for his reception.",MWS
13475,id18874,"The latter part of his tale had kindled anew in me the anger that had died away while he narrated his peaceful life among the cottagers, and as he said this I could no longer suppress the rage that burned within me.",MWS
13476,id02930,"""Profound thinker"" said the Dublin.",EAP
13477,id06471,"To this man Iranon spoke, as to so many others: ""Canst thou tell me where I may find Aira, the city of marble and beryl, where flows the hyaline Nithra and where the falls of the tiny Kra sing to verdant valleys and hills forested with yath trees?""",HPL
13478,id00187,I noticed that at least two thirds of these guests were ladies; and some of the latter were by no means accoutred in what a Parisian would consider good taste at the present day.,EAP
13479,id16534,"The later action of the government, after my frantic appeals, would tend to confirm it as a monstrous truth; but could not an hallucination have been repeated under the quasi hypnotic spell of that ancient, haunted, and shadowed town?",HPL
13480,id04231,"Our present incarnation is progressive, preparatory, temporary.",EAP
13481,id06924,But he was great once my fathair in Barcelona have hear of heem and only joost now he feex a arm of the plumber that get hurt of sudden.,HPL
13482,id13121,P. What then shall I ask?,EAP
13483,id00185,It was the portrait of a young girl just ripening into womanhood.,EAP
13484,id13275,"The tent of the Arab is fallen in the sands, and his horse spurns the ground unbridled and unsaddled.",MWS
13485,id09283,"When the time mentioned had expired, we had reached a depth of five feet, and yet no signs of any treasure became manifest.",EAP
13486,id25460,"For though the wind had not left much snow, a few patches did remain on the path near the door; and in that fleeting backward look it seemed to my troubled eyes that they bore no mark of passing feet, not even mine.",HPL
13487,id27917,"The handkerchief bore the name ""Marie Rogêt.""",EAP
13488,id04549,"My curiosity was greatly excited, for I had hopes of passing on much farther to the north, and might possibly, at some period, find myself placed directly above the Pole itself.",EAP
13489,id09242,"Or would my brother rather devote the heart broken Perdita to the straw and chains of a maniac, than suffer her to rest in peace beneath the shadow of His society, in this my own selected and beloved recess?""",MWS
13490,id19270,"Alas for that accursed time They bore thee o'er the billow, From Love to titled age and crime, And an unholy pillow From me, and from our misty clime, Where weeps the silver willow That these lines were written in English a language with which I had not believed their author acquainted afforded me little matter for surprise.",EAP
13491,id13931,Here was a long pause.,EAP
13492,id04555,"The wind was rushing hurriedly behind the tapestries, and I wished to show her what, let me confess it, I could not all believe that those almost inarticulate breathings, and those very gentle variations of the figures upon the wall, were but the natural effects of that customary rushing of the wind.",EAP
13493,id14514,"My view was bounded only by the horizon except on one side where a distant wood made a black spot on the heath, that every where else stretched out its faint hues as far as the eye could reach, wide and very desolate.",MWS
13494,id11673,Corroborated the previous evidence in every respect but one.,EAP
13495,id05686,"Horrified, he had taken to the woods in a vague effort to escape from the scene of what must have been his crime.",HPL
13496,id15321,What I have said above upon this topic must suffice.,EAP
13497,id26693,"Valdemar,"" I said, ""are you asleep?""",EAP
13498,id01992,"He soon, however, recovered his composure, and an expression of determined malignancy settled upon his countenance, as he gave peremptory orders that a certain chamber should be immediately locked up, and the key placed in his own possession.",EAP
13499,id22700,It was the work of the rushing gust but then without those doors there did stand the lofty and enshrouded figure of the lady Madeline of Usher.,EAP
13500,id03993,"This contention is unworthy of both of us; and I confess that I am weary of replying to charges at once unfounded and unkind.""",MWS
13501,id05945,"After the fading of the last match I dared to waste, I sat very quietly without a light.",HPL
13502,id16447,But rage will carry a lady to any extreme; and in the present care it carried Mrs. Simpson to the very extraordinary extreme of attempting to hold a conversation in a tongue that she did not altogether understand.,EAP
13503,id25070,"The rumour went that Adrian had become how write the fatal word mad: that Lord Raymond was the favourite of the ex queen, her daughter's destined husband.",MWS
13504,id07744,"Her own father had been an emigrant from another part of the country, and had died long since: they had no one relation to take them by the hand; they were outcasts, paupers, unfriended beings, to whom the most scanty pittance was a matter of favour, and who were treated merely as children of peasants, yet poorer than the poorest, who, dying, had left them, a thankless bequest, to the close handed charity of the land.",MWS
13505,id14188,My reply was ready; a reproach I deemed calculated to sting his very heart.,MWS
13506,id19308,"I was alone, yet bound to the unknown depths by those magic strands whose insulated surface lay green beneath the struggling beams of that waning crescent moon.",HPL
13507,id20477,You grieve because you are unhappy; it is happiness you seek but you despair of obtaining it.,MWS
13508,id22632,"Presently I heard the sound of footsteps along the passage; the door opened, and the wretch whom I dreaded appeared.",MWS
13509,id09809,"""I fear you are right there,"" said the Prefect.",EAP
13510,id25168,"""We do also, unfortunately,"" replied my father, ""for indeed I had rather have been for ever ignorant than have discovered so much depravity and ungratitude in one I valued so highly.""",MWS
13511,id19042,"On a pair of golden crouching lions rested the throne, many steps above the gleaming floor.",HPL
13512,id23462,"No doubt the true object was to admit the arm of an attendant, to adjust, when necessary, the hands of the clock from within.",EAP
13513,id23121,Neither could I forget what I had read of these pits that the sudden extinction of life formed no part of their most horrible plan.,EAP
13514,id16609,I had expected more resolution at his hands.,EAP
13515,id03904,"There certainly is a strange kind of streak in the Innsmouth folks today I don't know how to explain it, but it sort of makes you crawl.",HPL
13516,id02625,"On the night of September , , I heard a knock at my chamber door.",HPL
13517,id19452,When he did so his cry was less restrained than Morgan's had been.,HPL
13518,id10931,"""The next morning I called for the snuff box, when we resumed, quite eagerly, the conversation of the preceding day.",EAP
13519,id00974,"In the end, though, luck favoured us; for one day we heard of an almost ideal case in the potter's field; a brawny young workman drowned only the morning before in Sumner's Pond, and buried at the town's expense without delay or embalming.",HPL
13520,id19563,"Morning broke; and the old woman saw the corpse, marked with the fatal disease, close to her; her wrist was livid with the hold loosened by death.",MWS
13521,id10264,"I have heard him called inconstant of purpose when he deserted, for the sake of love, the hope of sovereignty, and when he abdicated the protectorship of England, men blamed his infirmity of purpose.",MWS
13522,id09013,In beauty of face no maiden ever equalled her.,EAP
13523,id19185,"Love, and her child, Hope, which can bestow wealth on poverty, strength on the weak, and happiness on the sorrowing.",MWS
13524,id18487,I resolved to be guided by the paternal advice.,EAP
13525,id15076,"""How much was the reward offered, did you say?"" asked Dupin.",EAP
13526,id04219,At this shadow I gazed wonderingly for many minutes.,EAP
13527,id02666,"Like these arabesque censers, my spirit is writhing in fire, and the delirium of this scene is fashioning me for the wilder visions of that land of real dreams whither I am now rapidly departing.""",EAP
13528,id13645,"Thousands died unlamented; for beside the yet warm corpse the mourner was stretched, made mute by death.",MWS
13529,id07860,"When noises came from it, they whispered and shivered; and hoped that the lock on that attic door was strong.",HPL
13530,id20423,"Instead, his surroundings depressed him; and he frequently wrote to a friend in Albany of plans to leave the paternal roof.",HPL
13531,id27568,That he should be restless I understood; that he should wander as an unlaid ghost and find no quiet from the burning hell that consumed his heart.,MWS
13532,id04979,In these various brochures the aim is always satirical; the theme being a description of Lunarian customs as compared with ours.,EAP
13533,id09647,"He would write of what he knew before death came, but his wife must not guess.",HPL
13534,id18412,"The next day both youths felt very tired, and knew they would sleep like logs when night came.",HPL
13535,id27939,The vibration of the pendulum was at right angles to my length.,EAP
13536,id01496,"Her servant, however, remained with her.",MWS
13537,id24845,"Agatha listened with respect, her eyes sometimes filled with tears, which she endeavoured to wipe away unperceived; but I generally found that her countenance and tone were more cheerful after having listened to the exhortations of her father.",MWS
13538,id21917,"Armitage heard the savage yelping of the great watchdog, and studied Whateley's gorilla like lope as he crossed the bit of campus visible from the window.",HPL
13539,id20752,"Relations of what he had done, conjectures concerning his future actions, were the never failing topics of the hour.",MWS
13540,id12626,They were alive with a teeming horde of shapes swimming inward toward the town; and even at my vast distance and in my single moment of perception I could tell that the bobbing heads and flailing arms were alien and aberrant in a way scarcely to be expressed or consciously formulated.,HPL
13541,id04946,"The loungers reflected, thinking of the door and runway, and of the cattle that so swiftly disappeared.",HPL
13542,id20914,"Three of the Emma's men, including Capt.",HPL
13543,id12363,"If we allow that Madame Rogêt, from her age and grief, could not go over, which is allowing a great deal, there certainly must have been some one who would have thought it worth while to go over and attend the investigation, if they thought the body was that of Marie.",EAP
13544,id06194,"One idea rushed on my mind; never, never may I speak to him again.",MWS
13545,id09977,Upon the resumption of work Superintendent Arthur called on some especially dependable men to make a few investigations around the spot where the gulf had appeared.,HPL
13546,id13737,"For three days the snow fell, ice stopped the current of the rivers, and the birds flew out from crackling branches of the frost whitened trees.",MWS
13547,id10670,Presently his voice was heard in a sort of halloo.,EAP
13548,id21266,"Now that I am arrived at its base, my pinions are furled, the mighty stairs are before me, and step by step I must ascend the wondrous fane Speak What door is opened?",MWS
13549,id11391,"There were times, indeed, when I thought his unceasingly agitated mind was laboring with some oppressive secret, to divulge which he struggled for the necessary courage.",EAP
13550,id08459,"I alone remained, riveted to my seat by a grovelling fear which I had never felt before.",HPL
13551,id12289,"No man in Holland certainly; yet here, under the very noses of the people, or rather at some distance above their noses was the identical thing in question, and composed, I have it on the best authority, of the precise material which no one had ever before known to be used for a similar purpose.",EAP
13552,id27546,This was a lesson which I took desperately to heart.,EAP
13553,id24095,"When he was silent I tried to divert him, and when sometimes I stole to him during the energy of his passion I wept but did not desire to leave him.",MWS
13554,id22787,"On his throat were the marks of murderous hands, and on his left ankle was a distressing rat bite.",HPL
13555,id25803,The fear of so mighty a calamity as the loss of our adored infant made the current of my blood pause with chilly horror; but the remembrance of the mother restored my presence of mind.,MWS
13556,id10388,"Over the bog was a deluge of flaring light, scarlet and sinister, and pouring from the strange olden ruin on the far islet.",HPL
13557,id18611,"Being ordered peremptorily to turn back, Capt.",HPL
13558,id06336,"""The cottagers arose the next morning before the sun.",MWS
13559,id16931,But at that moment a crash was heard.,MWS
13560,id05368,"Horrible, most horrible I veil my eyes in terror of the change, and gushing tears bear witness to my sympathy for this unimaginable ruin.",MWS
13561,id22288,We could not perceive its necessity.,EAP
13562,id11586,"I found that we were to have a great many passengers, including a more than usual number of ladies.",EAP
13563,id25295,"you could not hope to conquer, and yet you gave me the pain of a triumph over my dearest friend.""",MWS
13564,id01651,"Pausing, I succeeded with difficulty in raising it, whereupon there was revealed a black aperture, exhaling noxious fumes which caused my torch to sputter, and disclosing in the unsteady glare the top of a flight of stone steps.",HPL
13565,id26210,"These persons were not all cut off suddenly by any one cause; rather did it seem that their vitality was insidiously sapped, so that each one died the sooner from whatever tendency to weakness he may have naturally had.",HPL
13566,id13819,The body of Mademoiselle L'Espanaye was so firmly wedged in the chimney that it could not be got down until four or five of the party united their strength.,EAP
13567,id11355,Sails were lying in the bottom of the boat.,EAP
13568,id20254,"I feel yet parched with horror, nor can I reflect on that terrible moment without shuddering and agony.",MWS
13569,id23265,"A manservant shewed me to my room, which was in a remote tower overlooking the village, and the plain at the edge of the bog, and the bog itself; so that I could see from my windows in the moonlight the silent roofs from which the peasants had fled and which now sheltered the labourers from the north, and too, the parish church with its antique spire, and far out across the brooding bog the remote olden ruin on the islet gleaming white and spectral.",HPL
13570,id16686,"The solution that seemed to me the most probable was that during his residence in London he had fallen in love with some unworthy person, and that his passion mastered him although he would not gratify it: he loved me too well to sacrifise me to this inclination, and that he had now visited this house that by reviving the memory of my mother whom he so passionately adored he might weaken the present impression.",MWS
13571,id09526,"""My dear Victor, do not speak thus.",MWS
13572,id22910,"He was sent to Eton and afterwards to college; allowed from childhood the free use of large sums of money; thus enjoying from his earliest youth the independance which a boy with these advantages, always acquires at a public school.",MWS
13573,id14501,The latter end is only pursued when it seems coincident with the former.,EAP
13574,id10126,For these I longed with a phrenzied desire.,EAP
13575,id16841,"Even I, depressed in mind, and my spirits continually agitated by gloomy feelings, even I was pleased.",MWS
13576,id10504,It would be well not to make oneself too conspicuous in such neighbourhoods especially north of the river since the people were sullen and hostile.,HPL
13577,id17356,"Since you left us, but one change has taken place in our little household.",MWS
13578,id04025,"I screamed to Pompey for aid; but he said that I had hurt his feelings by calling him 'an ignorant old squint eye:' I yelled to Diana; but she only said 'bow wow wow,' and that I had told her 'on no account to stir from the corner.'",EAP
13579,id12506,"To destroy a vampire one must, the grandmothers say, exhume it and burn its heart, or at least drive a stake through that organ; and Ann's dogged insistence on a search under the cellar had been prominent in bringing about her discharge.",HPL
13580,id24988,"I gazed at this queenly apparition for at least half an hour, as if I had been suddenly converted to stone; and, during this period, I felt the full force and truth of all that has been said or sung concerning ""love at first sight.""",EAP
13581,id18572,"You have spoken nothing, my Oinos, for which pardon is to be demanded.",EAP
13582,id26503,I was by this time thankfully certain that the railway itself was not patrolled.,HPL
13583,id03978,"In the flourishing times of the Roman Empire, it was the ordinary station of the prefect of the eastern provinces; and many of the emperors of the queen city among whom may be mentioned, especially, Verus and Valens spent here the greater part of their time.",EAP
13584,id21832,"This act, however, did not prevent young Ellison from entering into possession, on his twenty first birthday, as the heir of his ancestor Seabright, of a fortune of four hundred and fifty millions of dollars.",EAP
13585,id12609,As to the nature of our studies must I say again that I no longer retain full comprehension?,HPL
13586,id14874,But the memory of past sorrow is it not present joy?,EAP
13587,id19358,The daughter lay prostrate and motionless; she had swooned.,EAP
13588,id20152,I shall ascend my funeral pile triumphantly and exult in the agony of the torturing flames.,MWS
13589,id07270,"Human it could not have been it is not in man to make such sounds and without a thought of our late employment or its possible discovery both West and I leaped to the nearest window like stricken animals; overturning tubes, lamp, and retorts, and vaulting madly into the starred abyss of the rural night.",HPL
13590,id02543,"Of the name and abode of this man but little is written, for they were of the waking world only; yet it is said that both were obscure.",HPL
13591,id20648,Upon one thing I was absolutely resolved.,HPL
13592,id09475,"No more than any other talent, is that for music susceptible of complete enjoyment, where there is no second party to appreciate its exercise.",EAP
13593,id23593,"Desrochers, the fellow under Gilman's room, had spoken of nocturnal footsteps both shod and unshod, and of the violet light he saw one night when he had stolen fearfully up to peer through Gilman's keyhole.",HPL
13594,id01832,"The sky grew very dark, and the watchers hoped that the storm would prove a short, sharp one followed by clear weather.",HPL
13595,id07546,And nevertheless it was done.,EAP
13596,id19548,"Be Wilson what he might, this, at least, was but the veriest of affectation, or of folly.",EAP
13597,id26242,"The dirty looking fellow who waited on me had a touch of the staring ""Innsmouth look"", but was quite civil in his way; being perhaps used to the custom of such convivial strangers truckmen, gold buyers, and the like as were occasionally in town.",HPL
13598,id21858,I think I had a family then though the details are very uncertain and I know there were many servants.,HPL
13599,id09299,"With sentiments of perfect respect, Your most humble servant, JOHANN HERMAN.",EAP
13600,id01164,"I must have left dust prints in that last old building, revealing how I had gained the street.",HPL
13601,id10979,"I saw nothing beyond what had been stated in the ""Gazette des Tribunaux.""",EAP
13602,id24397,"Yet I cannot conceal it from my own perception that, immediately subsequent to the fall of the ruby drops, a rapid change for the worse took place in the disorder of my wife; so that, on the third subsequent night, the hands of her menials prepared her for the tomb, and on the fourth, I sat alone, with her shrouded body, in that fantastic chamber which had received her as my bride.",EAP
13603,id14631,"What the police did extract, came mainly from an immensely aged mestizo named Castro, who claimed to have sailed to strange ports and talked with undying leaders of the cult in the mountains of China.",HPL
13604,id20768,"And, now, let me beg your notice to the highly artificial arrangement of the articles.",EAP
13605,id16565,"If he were vanquished, I should be a free man.",MWS
13606,id24827,In the summer of Wilbur repaired two sheds in the farmyard and began moving his books and effects out to them.,HPL
13607,id23071,Animal fury and orgiastic licence here whipped themselves to daemoniac heights by howls and squawking ecstasies that tore and reverberated through those nighted woods like pestilential tempests from the gulfs of hell.,HPL
13608,id07146,"To check this ascent, the only recourse is, or rather was, until Mr. Green's invention of the guide rope, the permission of the escape of gas from the valve; but, in the loss of gas, is a proportionate general loss of ascending power; so that, in a comparatively brief period, the best constructed balloon must necessarily exhaust all its resources, and come to the earth.",EAP
13609,id06634,"My honor is interested, and, to mention a great secret, the reward is enormous.",EAP
13610,id08574,"Of the doctrines themselves that is, of their falsity, or of their probability I say nothing.",EAP
13611,id12657,"But the case is otherwise when the back door of the cupboard No. I, is opened.",EAP
13612,id20986,"""Suppose you detail,"" said I, ""the particulars of your search.""",EAP
13613,id08184,"He was far too long sighted in his view of humanity to heed the casualties of the day, and lived in the midst of contagion unconscious of its existence.",MWS
13614,id13074,"The dreams were wholly beyond the pale of sanity, and Gilman felt that they must be a result, jointly, of his studies in mathematics and in folklore.",HPL
13615,id15597,"In a moment I understood that he meant to open the hatch and plunge with me into the water outside, a vagary of suicidal and homicidal mania for which I was scarcely prepared.",HPL
13616,id15641,To me there was nothing grotesque in the bones and skeletons that strowed some of the stone crypts deep down among the foundations.,HPL
13617,id00683,"We could make out little by the dim light, but they seemed to contain prophecies, detailed relations of events but lately passed; names, now well known, but of modern date; and often exclamations of exultation or woe, of victory or defeat, were traced on their thin scant pages.",MWS
13618,id17846,The uproar increases.,EAP
13619,id06596,"Captain Pratt maintains that to morrow will be Sunday: so it will; he is right, too.",EAP
13620,id18167,I approached the artist and turned up my nose.,EAP
13621,id25208,"Now pause During my journey I might dream, and with buoyant wings reach the summit of life's high edifice.",MWS
13622,id04291,"If I were alone, would he not at times force his abhorred presence on me to remind me of my task or to contemplate its progress?",MWS
13623,id03900,At this moment we heard a step upon the stairs.,EAP
13624,id04950,"A thousand vague and lachrymatory fancies took possession of my soul and even the idea of suicide flitted across my brain; but it is a trait in the perversity of human nature to reject the obvious and the ready, for the far distant and equivocal.",EAP
13625,id10803,"These bleak skies I hail, for they are kinder to me than your fellow beings.",MWS
13626,id06606,"I passed from the palace of Sweet Waters to the plain on which the encampment lay, and found its inhabitants in commotion.",MWS
13627,id05475,"Be it then known that I was born on the family Estate in Devonshire, of the th day of August, or in the new Gregorian Stile of Reckoning, the th of August, being therefore now in my th year.",HPL
13628,id12178,"Just what Crawford Tillinghast now wished of me I could only guess, but that he had some stupendous secret or discovery to impart, I could not doubt.",HPL
13629,id19024,We perpetrate them because we feel that we should not.,EAP
13630,id22668,"A few months before my arrival they had lived in a large and luxurious city called Paris, surrounded by friends and possessed of every enjoyment which virtue, refinement of intellect, or taste, accompanied by a moderate fortune, could afford.",MWS
13631,id27422,"The Greeks wept for joy when they beheld the Mediterranean from the hills of Asia, and hailed with rapture the boundary of their toils.",MWS
13632,id03157,"And when he had failed to find these boons in things whose laws are known and measurable, they told him he lacked imagination, and was immature because he preferred dream illusions to the illusions of our physical creation.",HPL
13633,id23525,"Floating gently onward, but with a velocity slightly augmented, the voyager, after many short turns, finds his progress apparently barred by a gigantic gate or rather door of burnished gold, elaborately carved and fretted, and reflecting the direct rays of the now fast sinking sun with an effulgence that seems to wreath the whole surrounding forest in flames.",EAP
13634,id26221,"West had a private laboratory in an east room of the barn like temporary edifice, assigned him on his plea that he was devising new and radical methods for the treatment of hitherto hopeless cases of maiming.",HPL
13635,id06389,"He dismissed his servants there, only telling them that he had a sudden call of business and that they were to obey me as their mistress untill his return.",MWS
13636,id09990,"The procession of clerics began filing down the steep stairs through the trap door in the floor, turning and making menacing gestures as they left.",HPL
13637,id00631,"DURING the whole of a dull, dark, and soundless day in the autumn of the year, when the clouds hung oppressively low in the heavens, I had been passing alone, on horseback, through a singularly dreary tract of country; and at length found myself, as the shades of the evening drew on, within view of the melancholy House of Usher.",EAP
13638,id24739,There is no individual portion of the architecture and decoration of that bridal chamber which is not now visibly before me.,EAP
13639,id07660,"It was silently taken to the barge office, and as silently removed.",EAP
13640,id10938,"But the tumult without becoming suddenly more violent, with a compulsory exertion he diverted his attention to the glare of ruddy light thrown full by the flaming stables upon the windows of the apartment.",EAP
13641,id20274,"I must suppose the ship to be within the influence of some strong current, or impetuous under tow.",EAP
13642,id10276,"Yet, mad am I not and very surely do I not dream.",EAP
13643,id02533,I endeavoured to change my course but quickly found that if I again made the attempt the boat would be instantly filled with water.,MWS
13644,id19180,"And the children's children, and the newcomers' children, grew up.",HPL
13645,id19377,"Finally I was sure it was not a face at all, but a fiendishly cunning mask.",HPL
13646,id00688,"He again took my arm, and we proceeded.",EAP
13647,id21007,"I especially noted his new habit of muttering, for it was not like him to talk to himself.",HPL
13648,id05895,"That is the new Temple of the Sun, who is adored in Syria under the title of Elah Gabalah.",EAP
13649,id19104,It is my firm intention to cut the shop.,EAP
13650,id15279,"He ran freely about the fields and hills, and accompanied his mother on all her wanderings.",HPL
13651,id06963,"Having deposited our mournful burden upon tressels within this region of horror, we partially turned aside the yet unscrewed lid of the coffin, and looked upon the face of the tenant.",EAP
13652,id01776,"To judge from the external appearance of the box, it is divided into five compartments three cupboards of equal dimensions, and two drawers occupying that portion of the chest lying beneath the cupboards.",EAP
13653,id16659,"Between the wheels and the wall where the hole lay there was barely room for my body yet I was desperate, and determined to persevere.",EAP
13654,id23885,"Hey? Think the old man's crazy, eh? Wal, Sir, let me tell ye that ain't the wust"" Zadok was really screaming now, and the mad frenzy of his voice disturbed me more than I care to own.",HPL
13655,id23269,"He spoke upon this topic with warmth: regarding not so much its immediate or obvious importance, which is little, as the character of the conclusions to which it might lead, or of the collateral propositions which it might serve to corroborate or sustain.",EAP
13656,id05274,"To these Quixotic notions some recent Parisian publications, backed by three or four desperate and fatal conversation, during the greater part of the night, had run wild upon the all engrossing topic of the times.",EAP
13657,id20946,"The man who had been Joe Slater, the Catskill decadent, was now gazing at me with a pair of luminous, expanded eyes whose blue seemed subtly to have deepened.",HPL
13658,id03450,All the objects organic and inorganic alike were totally beyond description or even comprehension.,HPL
13659,id07585,"I retired early and full of dread, and for a long time could not sleep in the uncanny silence of the tower.",HPL
13660,id22777,"She had asked her neighbour Mary Czanek to sleep in the room and try to protect the child, but Mary had not dared.",HPL
13661,id03881,"Hours passed, while in this scene of ruin I sought for Raymond.",MWS
13662,id02119,Them things never died excep' they was kilt violent.,HPL
13663,id22120,"And here, in the prison house which has few secrets to disclose, there rolled away days and weeks and months; and the soul watched narrowly each second as it flew, and, without effort, took record of its flight without effort and without object.",EAP
13664,id09433,I thrust a torch through the remaining aperture and let it fall within.,EAP
13665,id20079,"Once coming in a little the worse for Wine to which he was addicted he endeavour'd to lampoon me by means of an Impromptu in verse, writ on the Surface of the Table; but lacking the Aid he usually had in his Composition, he made a bad grammatical Blunder.",HPL
13666,id01931,"Morbid art doesn't shock me, and when a man has the genius Pickman had I feel it an honour to know him, no matter what direction his work takes.",HPL
13667,id01206,"And, indeed, if ever she, the wan and the misty winged Ashtophet of idolatrous Egypt, presided, as they tell, over marriages ill omened, then most surely she presided over mine.",EAP
13668,id12967,"By the by,"" she continued, ""have you any recollection "" and here I fancied that a blush, even through the gloom of the apartment, became distinctly visible upon her cheek ""have you any recollection, mon cher ami of this little ocular assistant, which now depends from my neck?""",EAP
13669,id24878,"""Mad and foolish boy"" exclaimed the angry lady, ""you have chosen with dreams and theories to overthrow my schemes for your own aggrandizement; but you shall not do the same by those I have formed for your sister.",MWS
13670,id27921,"Yet differently we grew I, ill of health, and buried in gloom she, agile, graceful, and overflowing with energy; hers, the ramble on the hill side mine the studies of the cloister; I, living within my own heart, and addicted, body and soul, to the most intense and painful meditation she, roaming carelessly through life, with no thought of the shadows in her path, or the silent flight of the raven winged hours.",EAP
13671,id22901,"This was to a great degree the case: for, though a large landed proprietor, yet, being a projector, and of an ardent and industrious disposition, he had on his own estate given himself up to agricultural labours.",MWS
13672,id04065,He always causes that.,HPL
13673,id24160,"I cannot better describe the sensation which oppressed me than by saying that I could with difficulty shake off the belief of my having been acquainted with the being who stood before me, at some epoch very long ago some point of the past even infinitely remote.",EAP
13674,id15358,"If, however, it so please your Excellencies, I, the writer of this communication, am the identical Hans Pfaall himself.",EAP
13675,id12665,"Could it be proved that the editor of L'Etoile really entertained a doubt, under the circumstances, there would be no need, in his case, of a commission de lunatico inquirendo.",EAP
13676,id05839,"We used to laugh at him, for we knew him from his birth though he thought himself a King's son.",HPL
13677,id13633,Upon this hint he proceeded.,EAP
13678,id27615,"Yet in a second afterward, so frail may that web have been we remember not that we have dreamed.",EAP
13679,id08227,I have a mother whose support and hope I am.,MWS
13680,id04927,"My ideas on this topic had also received confirmation by a passage in the eighty second volume of the Philosophical Transactions, in which it is stated that at an occultation of Jupiter's satellites, the third disappeared after having been about "" or "" of time indistinct, and the fourth became indiscernible near the limb.",EAP
13681,id03911,"""Everything cleaned up in the mornin' but they was traces. . . .",HPL
13682,id12552,"To be sure, the question of identity was readily determined, or should have been; but there were other points to be ascertained.",EAP
13683,id07209,Nothing could be more complete than the alteration that had taken place in my feelings since the night of the appearance of the daemon.,MWS
